timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,Latency,IdleTime,Connect
1613379252783,4,Statistics,200,,Thread Group - Statistics 2-15,text,true,,220,323,15,45,3,0,1
1613379252783,13,Statistics Instruments,200,,Thread Group - Statistics Instruments 3-15,text,true,,264,333,15,45,4,0,1
1613379253933,5,Ticks,204,,Thread Group - Ticks 1-16,,true,,102,497,16,46,0,0,2
1613379253982,4,Statistics,200,,Thread Group - Statistics 2-16,text,true,,220,323,16,48,3,0,1
1613379253983,16,Statistics Instruments,200,,Thread Group - Statistics Instruments 3-16,text,true,,264,333,16,48,3,0,1
1613379255134,12,Ticks,201,,Thread Group - Ticks 1-17,,true,,121,497,17,49,12,0,5
1613379255182,4,Statistics,200,,Thread Group - Statistics 2-17,text,true,,220,323,17,51,4,0,1
1613379255183,8,Statistics Instruments,200,,Thread Group - Statistics Instruments 3-17,text,true,,264,333,17,51,3,0,1
1613379255747,16,Ticks,201,,Thread Group - Ticks 1-5,,true,,121,494,17,51,16,0,0
1613379255782,27,Statistics,200,,Thread Group - Statistics 2-5,text,true,,220,323,17,51,11,0,0
1613379255792,18,Statistics Instruments,200,,Thread Group - Statistics Instruments 3-5,text,true,,258,330,17,51,13,0,0
1613379256339,20,Ticks,201,,Thread Group - Ticks 1-18,,true,,121,497,18,52,20,0,7
1613379256368,70,Statistics,200,,Thread Group - Statistics 2-18,text,true,,220,323,18,54,12,0,3
1613379256386,52,Statistics Instruments,200,,Thread Group - Statistics Instruments 3-18,text,true,,264,333,18,54,12,0,4
1613379257537,31,Ticks,201,,Thread Group - Ticks 1-19,,true,,121,497,19,55,31,0,23
1613379257582,11,Statistics,200,,Thread Group - Statistics 2-19,text,true,,220,323,19,57,5,0,2
1613379257582,19,Statistics Instruments,200,,Thread Group - Statistics Instruments 3-19,text,true,,264,333,19,57,4,0,2
1613379258733,10,Ticks,201,,Thread Group - Ticks 1-20,,true,,121,497,20,58,10,0,3
1613379258781,4,Statistics Instruments,200,,Thread Group - Statistics Instruments 3-20,text,true,,265,333,20,60,4,0,1
1613379258781,11,Statistics,200,,Thread Group - Statistics 2-20,text,true,,221,323,20,60,4,0,1
1613379259932,6,Ticks,204,,Thread Group - Ticks 1-21,,true,,102,497,21,61,0,0,2
1613379259945,8,Ticks,201,,Thread Group - Ticks 1-6,,true,,121,494,21,61,8,0,0
1613379259981,7,Statistics Instruments,200,,Thread Group - Statistics Instruments 3-21,text,true,,265,333,21,63,5,0,2
1613379259982,19,Statistics,200,,Thread Group - Statistics 2-21,text,true,,221,323,21,63,4,0,1
1613379259991,20,Statistics,200,,Thread Group - Statistics 2-6,text,true,,222,323,21,63,6,0,0
1613379259987,24,Statistics Instruments,200,,Thread Group - Statistics Instruments 3-6,text,true,,264,330,21,63,9,0,0
1613379261133,9,Ticks,204,,Thread Group - Ticks 1-22,,true,,102,497,22,64,0,0,3
1613379261187,9,Statistics,200,,Thread Group - Statistics 2-22,text,true,,221,323,22,66,4,0,2
1613379261181,15,Statistics Instruments,200,,Thread Group - Statistics Instruments 3-22,text,true,,265,333,22,66,5,0,2
1613379262332,6,Ticks,204,,Thread Group - Ticks 1-23,,true,,102,497,23,67,0,0,2
1613379262378,4,Statistics Instruments,200,,Thread Group - Statistics Instruments 3-23,text,true,,265,333,23,69,3,0,1
1613379262379,18,Statistics,200,,Thread Group - Statistics 2-23,text,true,,221,323,23,69,4,0,1
1613379263538,10,Ticks,204,,Thread Group - Ticks 1-24,,true,,102,497,24,70,0,0,4
1613379263579,4,Statistics Instruments,200,,Thread Group - Statistics Instruments 3-24,text,true,,265,333,24,72,4,0,1
1613379263579,12,Statistics,200,,Thread Group - Statistics 2-24,text,true,,221,323,24,72,4,0,1
1613379264132,8,Ticks,204,,Thread Group - Ticks 1-2,,true,,102,494,24,72,0,0,0
1613379264146,8,Ticks,201,,Thread Group - Ticks 1-7,,true,,121,494,24,72,8,0,0
1613379264159,6,Statistics,200,,Thread Group - Statistics 2-7,text,true,,221,323,24,72,5,0,0
1613379264157,10,Statistics,200,,Thread Group - Statistics 2-2,text,true,,221,323,24,72,7,0,0
1613379264191,4,Statistics Instruments,200,,Thread Group - Statistics Instruments 3-2,text,true,,264,330,24,72,3,0,0
1613379264189,11,Statistics Instruments,200,,Thread Group - Statistics Instruments 3-7,text,true,,264,330,24,72,5,0,0
