timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,Latency,IdleTime,Connect,"trxTimeStamp"
1613134483795,59,Statistics Instruments,200,,Thread Group - Statistics Instruments 3-1,text,true,,258,332,1,3,55,0,36,2021-02-12 13:54:43.696
1613134483808,42,Ticks,204,,Thread Group - Ticks 1-1,,true,,102,448,1,3,0,0,23,2021-02-12 13:54:43.675
1613134483795,59,Statistics,200,,Thread Group - Statistics 2-1,text,true,,214,322,1,3,55,0,36,2021-02-12 13:54:43.676
1613134484869,9,Ticks,204,,Thread Group - Ticks 1-2,,true,,102,448,2,4,0,0,5,2021-02-12 13:54:44.867
1613134484901,10,Statistics Instruments,200,,Thread Group - Statistics Instruments 3-2,text,true,,258,332,2,6,8,0,2,2021-02-12 13:54:44.898
1613134484880,6,Statistics,200,,Thread Group - Statistics 2-2,text,true,,214,322,2,5,5,0,1,2021-02-12 13:54:44.878
1613134486080,9,Statistics,200,,Thread Group - Statistics 2-3,text,true,,214,322,3,8,7,0,2,2021-02-12 13:54:46.078
1613134486078,10,Ticks,204,,Thread Group - Ticks 1-3,,true,,102,448,3,8,0,0,3,2021-02-12 13:54:46.071
1613134486100,8,Statistics Instruments,200,,Thread Group - Statistics Instruments 3-3,text,true,,258,332,3,9,6,0,2,2021-02-12 13:54:46.098
1613134486684,5,Statistics,200,,Thread Group - Statistics 2-1,text,true,,214,322,3,9,4,0,0,2021-02-12 13:54:43.905
1613134486686,8,Ticks,204,,Thread Group - Ticks 1-1,,true,,102,445,3,9,0,0,0,2021-02-12 13:54:43.905
1613134486699,6,Statistics Instruments,200,,Thread Group - Statistics Instruments 3-1,text,true,,258,329,3,9,5,0,0,2021-02-12 13:54:43.905
1613134487267,4,Ticks,201,,Thread Group - Ticks 1-4,,true,,121,448,4,10,4,0,1,2021-02-12 13:54:47.266
1613134487275,17,Statistics,200,,Thread Group - Statistics 2-4,text,true,,214,322,4,11,6,0,2,2021-02-12 13:54:47.274
1613134487301,12,Statistics Instruments,200,,Thread Group - Statistics Instruments 3-4,text,true,,258,332,4,12,9,0,3,2021-02-12 13:54:47.297
1613134488465,4,Ticks,201,,Thread Group - Ticks 1-5,,true,,121,448,5,13,4,0,1,2021-02-12 13:54:48.463
1613134488476,8,Statistics,200,,Thread Group - Statistics 2-5,text,true,,220,322,5,14,7,0,2,2021-02-12 13:54:48.475
1613134488499,8,Statistics Instruments,200,,Thread Group - Statistics Instruments 3-5,text,true,,264,332,5,15,7,0,3,2021-02-12 13:54:48.497
1613134489676,5,Statistics,200,,Thread Group - Statistics 2-6,text,true,,220,322,6,17,4,0,1,2021-02-12 13:54:49.674
1613134489668,4,Ticks,201,,Thread Group - Ticks 1-6,,true,,121,448,6,16,4,0,1,2021-02-12 13:54:49.666
1613134489700,4,Statistics Instruments,200,,Thread Group - Statistics Instruments 3-6,text,true,,264,332,6,18,4,0,1,2021-02-12 13:54:49.698
