timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,Latency,IdleTime,Connect,"trxTimeStamp"
1610626738320,2,Statistics,200,,Thread Group - Statistics 2-11,text,true,,214,324,25,75,2,0,1,2021-01-14 13:15:13.330
1610626738345,2,Statistics Instruments,200,,Thread Group - Statistics Instruments 3-11,text,true,,258,331,25,75,1,0,0,2021-01-14 13:15:13.359
1610626748478,2,Ticks,204,,Thread Group - Ticks 1-12,,false,Test failed: code expected to match /201/,102,457,25,75,0,0,1,2021-01-14 13:15:23.500
1610626748520,1,Statistics,200,,Thread Group - Statistics 2-12,text,true,,214,324,25,75,1,0,0,2021-01-14 13:15:23.532
1610626748540,1,Statistics Instruments,200,,Thread Group - Statistics Instruments 3-12,text,true,,258,331,25,75,1,0,0,2021-01-14 13:15:23.556
1610626758687,1,Ticks,204,,Thread Group - Ticks 1-13,,false,Test failed: code expected to match /201/,102,457,25,75,0,0,0,2021-01-14 13:15:33.708
1610626758719,6,Statistics,200,,Thread Group - Statistics 2-13,text,true,,214,324,25,75,5,0,2,2021-01-14 13:15:33.732
1610626758740,4,Statistics Instruments,200,,Thread Group - Statistics Instruments 3-13,text,true,,258,331,25,75,3,0,1,2021-01-14 13:15:33.751
1610626768883,2,Ticks,204,,Thread Group - Ticks 1-14,,false,Test failed: code expected to match /201/,102,457,25,75,0,0,1,2021-01-14 13:15:43.895
1610626768919,1,Statistics,200,,Thread Group - Statistics 2-14,text,true,,214,324,25,75,1,0,0,2021-01-14 13:15:43.929
1610626768939,2,Statistics Instruments,200,,Thread Group - Statistics Instruments 3-14,text,true,,258,331,25,75,2,0,1,2021-01-14 13:15:43.951
1610626779081,3,Ticks,204,,Thread Group - Ticks 1-15,,false,Test failed: code expected to match /201/,102,457,25,75,0,0,2,2021-01-14 13:15:54.093
1610626779119,2,Statistics,200,,Thread Group - Statistics 2-15,text,true,,214,324,25,75,2,0,1,2021-01-14 13:15:54.131
1610626779139,3,Statistics Instruments,200,,Thread Group - Statistics Instruments 3-15,text,true,,258,331,25,75,2,0,1,2021-01-14 13:15:54.150
1610626789279,1,Ticks,204,,Thread Group - Ticks 1-16,,false,Test failed: code expected to match /201/,102,457,25,75,0,0,0,2021-01-14 13:16:04.314
1610626789319,2,Statistics,200,,Thread Group - Statistics 2-16,text,true,,214,324,25,75,2,0,1,2021-01-14 13:16:04.343
1610626789339,1,Statistics Instruments,200,,Thread Group - Statistics Instruments 3-16,text,true,,258,331,25,75,1,0,0,2021-01-14 13:16:04.348
1610626799476,3,Ticks,204,,Thread Group - Ticks 1-17,,false,Test failed: code expected to match /201/,102,457,25,75,0,0,1,2021-01-14 13:16:14.490
1610626799505,2,Ticks,204,,Thread Group - Ticks 1-2,,false,Test failed: code expected to match /201/,102,457,25,75,0,0,1,2021-01-14 13:16:14.520
1610626799519,3,Statistics,200,,Thread Group - Statistics 2-2,text,true,,214,324,25,75,3,0,1,2021-01-14 13:16:14.547
1610626799539,4,Statistics Instruments,200,,Thread Group - Statistics Instruments 3-17,text,true,,258,331,25,75,3,0,2,2021-01-14 13:16:14.582
1610626799521,3,Statistics,200,,Thread Group - Statistics 2-17,text,true,,214,324,25,75,3,0,1,2021-01-14 13:16:14.571
1610626799539,5,Statistics Instruments,200,,Thread Group - Statistics Instruments 3-2,text,true,,258,331,25,75,3,0,2,2021-01-14 13:16:14.571
1610626809676,1,Ticks,204,,Thread Group - Ticks 1-18,,false,Test failed: code expected to match /201/,102,457,25,75,0,0,0,2021-01-14 13:16:24.687
