timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,Latency,IdleTime,Connect,"trxTimeStamp"
1610564497227,2,Statistics Instruments,200,,Thread Group - Statistics Instruments 3-19,text,true,,258,331,25,75,2,0,1,2021-01-13 19:57:52.242
1610564507354,6,Ticks,204,,Thread Group - Ticks 1-20,,false,Test failed: code expected to match /201/,102,457,25,75,0,0,2,2021-01-13 19:58:02.385
1610564507399,3,Statistics,200,,Thread Group - Statistics 2-20,text,true,,214,324,25,75,3,0,1,2021-01-13 19:58:02.417
1610564507425,1,Statistics Instruments,200,,Thread Group - Statistics Instruments 3-20,text,true,,258,331,25,75,1,0,0,2021-01-13 19:58:02.442
1610564517546,7,Ticks,204,,Thread Group - Ticks 1-21,,false,Test failed: code expected to match /201/,102,457,25,75,0,0,4,2021-01-13 19:58:12.557
1610564517597,2,Statistics,200,,Thread Group - Statistics 2-21,text,true,,214,324,25,75,2,0,1,2021-01-13 19:58:12.609
1610564517625,2,Statistics Instruments,200,,Thread Group - Statistics Instruments 3-21,text,true,,258,331,25,75,2,0,1,2021-01-13 19:58:12.637
1610564527747,8,Ticks,204,,Thread Group - Ticks 1-22,,false,Test failed: code expected to match /201/,102,457,25,75,0,0,3,2021-01-13 19:58:22.765
1610564527796,2,Statistics,200,,Thread Group - Statistics 2-22,text,true,,214,324,25,75,1,0,0,2021-01-13 19:58:22.806
1610564527824,2,Statistics Instruments,200,,Thread Group - Statistics Instruments 3-22,text,true,,258,331,25,75,1,0,0,2021-01-13 19:58:22.838
1610564537949,6,Ticks,204,,Thread Group - Ticks 1-23,,false,Test failed: code expected to match /201/,102,457,25,75,0,0,2,2021-01-13 19:58:32.969
1610564538000,2,Statistics,200,,Thread Group - Statistics 2-23,text,true,,214,324,25,75,2,0,1,2021-01-13 19:58:33.012
1610564538027,2,Statistics Instruments,200,,Thread Group - Statistics Instruments 3-23,text,true,,258,331,25,75,1,0,0,2021-01-13 19:58:33.037
1610564548146,7,Ticks,204,,Thread Group - Ticks 1-24,,false,Test failed: code expected to match /201/,102,457,25,75,0,0,4,2021-01-13 19:58:43.160
1610564548196,3,Statistics,200,,Thread Group - Statistics 2-24,text,true,,214,324,25,75,2,0,1,2021-01-13 19:58:43.211
1610564548226,2,Statistics Instruments,200,,Thread Group - Statistics Instruments 3-24,text,true,,258,331,25,75,2,0,1,2021-01-13 19:58:43.237
1610564558345,3,Ticks,204,,Thread Group - Ticks 1-25,,false,Test failed: code expected to match /201/,102,457,25,75,0,0,1,2021-01-13 19:58:53.368
1610564558398,2,Statistics,200,,Thread Group - Statistics 2-25,text,true,,214,324,25,75,1,0,0,2021-01-13 19:58:53.419
1610564558425,2,Statistics Instruments,200,,Thread Group - Statistics Instruments 3-25,text,true,,258,331,25,75,2,0,1,2021-01-13 19:58:53.448
1610564559003,7,Ticks,204,,Thread Group - Ticks 1-3,,false,Test failed: code expected to match /201/,102,455,25,75,0,0,2,2021-01-13 19:58:54.035
1610564559007,6,Statistics,200,,Thread Group - Statistics 2-3,text,true,,214,324,25,75,5,0,2,2021-01-13 19:58:54.035
1610564559028,4,Statistics Instruments,200,,Thread Group - Statistics Instruments 3-3,text,true,,258,329,25,75,3,0,2,2021-01-13 19:58:54.038
1610564569192,5,Ticks,204,,Thread Group - Ticks 1-4,,false,Test failed: code expected to match /201/,102,455,25,75,0,0,1,2021-01-13 19:59:04.240
1610564569206,4,Statistics,200,,Thread Group - Statistics 2-4,text,true,,214,324,25,75,3,0,1,2021-01-13 19:59:04.238
1610564569228,3,Statistics Instruments,200,,Thread Group - Statistics Instruments 3-4,text,true,,258,329,25,75,2,0,1,2021-01-13 19:59:04.238
1610564579390,2,Ticks,204,,Thread Group - Ticks 1-5,,false,Test failed: code expected to match /201/,102,455,25,75,0,0,1,2021-01-13 19:59:14.425
1610564579411,1,Statistics,200,,Thread Group - Statistics 2-5,text,true,,214,324,25,75,1,0,0,2021-01-13 19:59:14.426
