timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,Latency,IdleTime,Connect
1613134179109,4031,Statistics,Non HTTP response code: org.apache.http.conn.HttpHostConnectException,"Non HTTP response message: Connect to localhost:8081 [localhost/127.0.0.1, localhost/0:0:0:0:0:0:0:1] failed: Connection refused: connect",Thread Group - Statistics 2-1,text,false,Test failed: code expected to match /200/,2825,0,4,12,0,0,4031
1613134179121,4020,Ticks,Non HTTP response code: org.apache.http.conn.HttpHostConnectException,"Non HTTP response message: Connect to localhost:8081 [localhost/127.0.0.1, localhost/0:0:0:0:0:0:0:1] failed: Connection refused: connect",Thread Group - Ticks 1-1,text,false,Test failed: code expected to match /201|204/,2825,0,4,12,0,0,4020
1613134179109,4032,Statistics Instruments,Non HTTP response code: org.apache.http.conn.HttpHostConnectException,"Non HTTP response message: Connect to localhost:8081 [localhost/127.0.0.1, localhost/0:0:0:0:0:0:0:1] failed: Connection refused: connect",Thread Group - Statistics Instruments 3-1,text,false,Test failed: code expected to match /200/,2825,0,4,12,0,0,4032
1613134183827,208,Ticks,Non HTTP response code: java.net.SocketException,Non HTTP response message: Socket operation on nonsocket: connect,Thread Group - Ticks 1-5,text,false,Test failed: code expected to match /201|204/,2530,0,6,16,0,0,208
1613134181431,2603,Ticks,Non HTTP response code: java.net.SocketException,Non HTTP response message: Socket operation on nonsocket: connect,Thread Group - Ticks 1-3,text,false,Test failed: code expected to match /201|204/,2530,0,7,17,0,0,2603
1613134180236,3806,Ticks,Non HTTP response code: java.net.SocketException,Non HTTP response message: Socket operation on nonsocket: connect,Thread Group - Ticks 1-2,text,false,Test failed: code expected to match /201|204/,2530,0,4,14,0,0,3806
1613134180257,3793,Statistics,Non HTTP response code: java.net.SocketException,Non HTTP response message: Socket operation on nonsocket: connect,Thread Group - Statistics 2-2,text,false,Test failed: code expected to match /200/,2530,0,6,16,0,0,3793
1613134181454,2595,Statistics,Non HTTP response code: java.net.SocketException,Non HTTP response message: Socket operation on nonsocket: connect,Thread Group - Statistics 2-3,text,false,Test failed: code expected to match /200/,2530,0,6,16,0,0,2595
1613134182631,1414,Ticks,Non HTTP response code: java.net.SocketException,Non HTTP response message: Socket operation on nonsocket: connect,Thread Group - Ticks 1-4,text,false,Test failed: code expected to match /201|204/,2530,0,4,14,0,0,1414
1613134183882,177,Statistics Instruments,Non HTTP response code: java.net.SocketException,Non HTTP response message: Socket operation on nonsocket: connect,Thread Group - Statistics Instruments 3-5,text,false,Test failed: code expected to match /200/,2530,0,5,13,0,0,177
1613134183849,202,Statistics,Non HTTP response code: java.net.SocketException,Non HTTP response message: Socket operation on nonsocket: connect,Thread Group - Statistics 2-5,text,false,Test failed: code expected to match /200/,2530,0,4,12,0,0,202
1613134180275,3782,Statistics Instruments,Non HTTP response code: java.net.SocketException,Non HTTP response message: Socket operation on nonsocket: connect,Thread Group - Statistics Instruments 3-2,text,false,Test failed: code expected to match /200/,2530,0,8,18,0,0,3782
1613134182686,1378,Statistics Instruments,Non HTTP response code: java.net.SocketException,Non HTTP response message: Socket operation on nonsocket: connect,Thread Group - Statistics Instruments 3-4,text,false,Test failed: code expected to match /200/,2530,0,11,25,0,0,1378
1613134182651,1401,Statistics,Non HTTP response code: java.net.SocketException,Non HTTP response message: Socket operation on nonsocket: connect,Thread Group - Statistics 2-4,text,false,Test failed: code expected to match /200/,2530,0,8,18,0,0,1401
1613134181490,2565,Statistics Instruments,Non HTTP response code: java.net.SocketException,Non HTTP response message: Socket operation on nonsocket: connect,Thread Group - Statistics Instruments 3-3,text,false,Test failed: code expected to match /200/,2530,0,10,22,0,0,2565
