timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,Latency,IdleTime,Connect
1613381875492,4,Statistics,200,,Thread Group - Statistics 2-1,text,true,,214,322,1,2,4,0,1
1613381875496,7,Ticks,204,,Thread Group - Ticks 1-1,,true,,102,532,1,3,0,0,2
1613381875499,9,Statistics Instruments,200,,Thread Group - Statistics Instruments 3-1,text,true,,258,332,1,3,5,0,1
1613381876693,16,Statistics,200,,Thread Group - Statistics 2-2,text,true,,214,322,2,6,3,0,1
1613381876685,5,Ticks,204,,Thread Group - Ticks 1-2,,true,,102,532,2,4,0,0,1
1613381876700,11,Statistics Instruments,200,,Thread Group - Statistics Instruments 3-2,text,true,,258,332,2,6,3,0,1
1613381877891,10,Statistics,200,,Thread Group - Statistics 2-3,text,true,,214,322,3,9,3,0,1
1613381877885,3,Ticks,204,,Thread Group - Ticks 1-3,,true,,102,532,3,7,0,0,0
1613381877898,14,Statistics Instruments,200,,Thread Group - Statistics Instruments 3-3,text,true,,258,332,3,9,3,0,1
1613381878491,17,Statistics,200,,Thread Group - Statistics 2-1,text,true,,214,322,3,9,4,0,0
1613381878485,8,Ticks,204,,Thread Group - Ticks 1-1,,true,,102,529,3,9,0,0,0
1613381878498,21,Statistics Instruments,200,,Thread Group - Statistics Instruments 3-1,text,true,,258,329,3,9,4,0,0
1613381879087,8,Ticks,204,,Thread Group - Ticks 1-4,,true,,102,532,4,11,0,0,1
1613381879101,17,Statistics Instruments,200,,Thread Group - Statistics Instruments 3-4,text,true,,258,332,4,12,4,0,2
1613381879092,25,Statistics,200,,Thread Group - Statistics 2-4,text,true,,214,322,4,12,5,0,2
1613381880286,4,Ticks,204,,Thread Group - Ticks 1-5,,true,,102,532,5,13,0,0,1
1613381880292,8,Statistics,200,,Thread Group - Statistics 2-5,text,true,,214,322,5,14,2,0,1
1613381880304,3,Statistics Instruments,200,,Thread Group - Statistics Instruments 3-5,text,true,,258,332,5,15,3,0,1
