timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,Latency,IdleTime,Connect
1613380107511,16,Ticks,400,,Thread Group - Ticks 1-1,text,false,Test failed: code expected to match /201|204/,713,529,1,3,16,0,1
1613380107506,6,Statistics,200,,Thread Group - Statistics 2-1,text,true,,214,322,1,3,5,0,2
1613380107513,14,Statistics Instruments,200,,Thread Group - Statistics Instruments 3-1,text,true,,258,332,1,3,4,0,2
1613380108702,8,Ticks,400,,Thread Group - Ticks 1-2,text,false,Test failed: code expected to match /201|204/,713,529,2,5,8,0,1
1613380108708,5,Statistics,200,,Thread Group - Statistics 2-2,text,true,,214,322,2,5,2,0,0
1613380108717,10,Statistics Instruments,200,,Thread Group - Statistics Instruments 3-2,text,true,,258,332,2,6,3,0,1
1613380109900,9,Ticks,400,,Thread Group - Ticks 1-3,text,false,Test failed: code expected to match /201|204/,713,529,3,8,9,0,1
1613380109914,11,Statistics Instruments,200,,Thread Group - Statistics Instruments 3-3,text,true,,258,332,3,9,4,0,1
1613380109905,10,Statistics,200,,Thread Group - Statistics 2-3,text,true,,214,322,3,9,3,0,1
1613380110500,28,Ticks,400,,Thread Group - Ticks 1-1,text,false,Test failed: code expected to match /201|204/,713,526,3,9,28,0,2
1613380110505,24,Statistics,200,,Thread Group - Statistics 2-1,text,true,,214,322,3,9,4,0,0
1613380110512,27,Statistics Instruments,200,,Thread Group - Statistics Instruments 3-1,text,true,,258,329,3,9,3,0,0
1613380111099,11,Ticks,400,,Thread Group - Ticks 1-4,text,false,Test failed: code expected to match /201|204/,713,529,4,11,11,0,1
1613380111115,5,Statistics Instruments,200,,Thread Group - Statistics Instruments 3-4,text,true,,258,332,4,12,3,0,1
1613380111105,5,Statistics,200,,Thread Group - Statistics 2-4,text,true,,214,322,4,11,3,0,1
1613380112301,20,Ticks,400,,Thread Group - Ticks 1-5,text,false,Test failed: code expected to match /201|204/,713,529,5,15,19,0,2
1613380112308,32,Statistics,200,,Thread Group - Statistics 2-5,text,true,,214,322,5,15,6,0,2
1613380112321,24,Statistics Instruments,200,,Thread Group - Statistics Instruments 3-5,text,true,,258,332,5,15,6,0,2
1613380113498,7,Ticks,400,,Thread Group - Ticks 1-6,text,false,Test failed: code expected to match /201|204/,713,529,6,16,7,0,1
1613380113508,6,Statistics,200,,Thread Group - Statistics 2-6,text,true,,214,322,6,17,3,0,1
1613380113529,3,Statistics Instruments,200,,Thread Group - Statistics Instruments 3-6,text,true,,258,332,6,18,3,0,1
1613380114698,17,Ticks,400,,Thread Group - Ticks 1-7,text,false,Test failed: code expected to match /201|204/,713,529,7,20,16,0,2
1613380114707,36,Statistics,200,,Thread Group - Statistics 2-2,text,true,,214,322,7,21,5,0,0
1613380114729,37,Statistics Instruments,200,,Thread Group - Statistics Instruments 3-7,text,true,,258,332,7,21,3,0,1
1613380114707,51,Statistics,200,,Thread Group - Statistics 2-7,text,true,,214,322,7,21,5,0,1
1613380114701,67,Ticks,400,,Thread Group - Ticks 1-2,text,false,Test failed: code expected to match /201|204/,713,526,7,21,66,0,2
1613380114716,44,Statistics Instruments,200,,Thread Group - Statistics Instruments 3-2,text,true,,258,329,7,21,5,0,0
1613380115898,7,Ticks,400,,Thread Group - Ticks 1-8,text,false,Test failed: code expected to match /201|204/,713,530,8,23,7,0,2
1613380115906,10,Statistics,200,,Thread Group - Statistics 2-8,text,true,,214,323,8,23,4,0,2
1613380115927,3,Statistics Instruments,200,,Thread Group - Statistics Instruments 3-8,text,true,,258,333,8,24,2,0,1
1613380117099,15,Ticks,400,,Thread Group - Ticks 1-9,text,false,Test failed: code expected to match /201|204/,713,530,9,26,14,0,2
1613380117107,29,Statistics,200,,Thread Group - Statistics 2-9,text,true,,214,323,9,27,4,0,1
1613380117127,13,Statistics Instruments,200,,Thread Group - Statistics Instruments 3-9,text,true,,258,333,9,27,2,0,1
1613380118301,16,Ticks,400,,Thread Group - Ticks 1-10,text,false,Test failed: code expected to match /201|204/,713,530,10,29,16,0,2
1613380118308,24,Statistics,200,,Thread Group - Statistics 2-10,text,true,,214,323,10,30,6,0,3
1613380118329,10,Statistics Instruments,200,,Thread Group - Statistics Instruments 3-10,text,true,,258,333,10,30,2,0,0
